GRIDCODE,CVE ENTMUN,POB  RURAL EN CELL,POB  URB EN CELL,POB TOTAL RURAL EN MUN
19578,14087,111,,16847
19578,14087,11,,16847
19578,14087,14,,16847
19578,14087,6,,16847
19578,14087,6,,16847
19579,14049,45,,9545
19579,14049,114,,9545
19579,14049,12,,9545
19579,14049,76,,9545
19579,14049,9,,9545
19579,14049,125,,9545
19579,14049,1,,9545
19579,14049,48,,9545
19579,14049,43,,9545
19579,14049,4,,9545
19579,14049,18,,9545
19579,14049,32,,9545
19579,14049,32,,9545
19579,14049,36,,9545
19579,14049,17,,9545
19579,14049,56,,9545
19579,14049,14,,9545
19579,14049,2,,9545
19579,14049,11,,9545
19579,14049,2,,9545
19579,14049,3,,9545
19579,14049,5,,9545
19579,14049,4,,9545
19579,14049,15,,9545
19579,14087,23,,16847
19580,14049,1,,9545
19580,14049,5,,9545
19580,14049,2,,9545
19580,14049,11,,9545
19581,14049,77,,9545
19581,14049,5,,9545
19581,14049,7,,9545
19582,14049,9,,9545
19583,14049,2,,9545
19584,14049,54,,9545
19584,14049,4,,9545
19584,14049,6,,9545
19585,16012,64,,42234
19585,16012,292,,42234
19585,16012,123,,42234
19585,16012,490,,42234
19585,16012,10,,42234
19585,16012,9,,42234
19586,16012,60,,42234
19586,16012,58,,42234
19586,16012,135,,42234
19586,16012,134,,42234
19586,16012,33,,42234
19586,16083,359,,29414
19586,16083,1981,,29414
19586,16083,31,,29414
19586,16083,1,,29414
19586,16083,36,,29414
19586,16083,107,,29414
19586,16083,47,,29414
19586,16083,57,,29414
19586,16083,11,,29414
19586,16083,17,,29414
19586,16083,668,,29414
19586,16083,17,,29414
19586,16083,25,,29414
19586,16083,4,,29414
19586,16083,59,,29414
19586,16083,66,,29414
19586,16083,26,,29414
19586,16083,382,,29414
19586,16083,170,,29414
19586,16083,43,,29414
19587,16083,142,,29414
19587,16083,18,,29414
19587,16083,866,,29414
19587,16083,22,,29414
19587,16083,51,,29414
19587,16083,21,,29414
19587,16083,21,,29414
19587,16083,708,,29414
19587,16083,31,,29414
19587,16083,12,,29414
19587,16083,219,,29414
19587,16083,81,,29414
19587,16083,44,,29414
19588,16058,75,,18834
19588,16058,26,,18834
19588,16083,7,,29414
19588,16083,630,,29414
19588,16083,11,,29414
19588,16083,30,,29414
19588,16083,62,,29414
19588,16083,42,,29414
19588,16083,268,,29414
19588,16083,241,,29414
19588,16083,24,,29414
19588,16083,7,,29414
19588,16083,234,,29414
19588,16083,63,,29414
19589,16058,7,,18834
19589,16058,17,,18834
19589,16058,178,,18834
19589,16058,10,,18834
19589,16058,22,,18834
19589,16058,59,,18834
19589,16058,31,,18834
19589,16058,47,,18834
19589,16058,41,,18834
19589,16058,75,,18834
19589,16058,33,,18834
19589,16058,31,,18834
19589,16058,80,,18834
19589,16058,343,,18834
19589,16058,21,,18834
19589,16058,6,,18834
19589,16058,2,,18834
19589,16058,64,,18834
19589,16058,39,,18834
19589,16058,8,,18834
19589,16058,30,,18834
19589,16058,13,,18834
19589,16058,5,,18834
19589,16058,11,,18834
19589,16058,73,,18834
19589,16058,12,,18834
19589,16058,19,,18834
19589,16058,120,,18834
19589,16058,10,,18834
19589,16058,54,,18834
19589,16058,89,,18834
19589,16083,7,,29414
19589,16083,70,,29414
19589,16102,12,,315350
19590,16058,19,,18834
19590,16058,206,,18834
19590,16058,47,,18834
19590,16058,86,,18834
19590,16058,18,,18834
19590,16058,52,,18834
19590,16058,141,,18834
19590,16058,7,,18834
19590,16058,208,,18834
19590,16058,43,,18834
19590,16058,19,,18834
19590,16058,8,,18834
19590,16058,7,,18834
19590,16058,823,,18834
19590,16102,41,,315350
19590,16102,30,,315350
19590,16102,6,,315350
19590,16102,11,,315350
19590,16102,8,,315350
19590,16102,3,,315350
19590,16102,582,,315350
19590,16102,12,,315350
19590,16102,10,,315350
19590,16102,17,,315350
19590,16102,5,,315350
19590,16102,18,,315350
19590,16102,9,,315350
19590,16102,87,,315350
19590,16102,13,,315350
19590,16102,1,,315350
19590,16102,4,,315350
19590,16102,8,,315350
19590,16102,77,,315350
19590,16102,4,,315350
19590,16102,23,,315350
19590,16102,5,,315350
19590,16102,5,,315350
19590,16102,264,,315350
19590,16102,878,,315350
19590,16102,146,,315350
19590,16102,31,,315350
19590,16102,14,,315350
19590,16102,17,,315350
19590,16102,11,,315350
19590,16102,23,,315350
19590,16102,1442,,315350
19590,16102,2,,315350
19590,16102,5,,315350
19590,16102,41,,315350
19590,16102,292,,315350
19590,16102,15,,315350
19590,16102,84,,315350
19591,16102,21,,315350
19591,16102,41,,315350
19591,16102,974,,315350
19591,16102,144,,315350
19591,16102,20,,315350
19591,16102,116,,315350
19591,16102,14,,315350
19591,16102,242,,315350
19591,16102,18,,315350
19591,16102,195,,315350
19591,16102,6,,315350
19591,16102,11,,315350
19591,16102,98,,315350
19591,16102,5,,315350
19591,16102,9,,315350
19591,16102,4,,315350
19591,16102,70,,315350
19591,16102,3,,315350
19591,16102,1899,,315350
19591,16102,8,,315350
19591,16102,8,,315350
19591,16102,26,,315350
19591,16102,2,,315350
19591,16102,468,,315350
19591,16102,4,,315350
19591,16102,4,,315350
19591,16102,7,,315350
19591,16102,33,,315350
19592,16087,70,,13558
19592,16087,198,,13558
19592,16087,1367,,13558
19592,16087,128,,13558
19592,16087,59,,13558
19592,16087,7,,13558
19592,16087,36,,13558
19592,16087,7,,13558
19592,16102,14,,315350
19592,16102,1,,315350
19592,16111,3,,15222
19592,16111,6,,15222
19592,16111,12,,15222
19592,16111,10,,15222
19592,16111,1373,,15222
19592,16111,3,,15222
19592,16111,20,,15222
19592,16111,4,,15222
19592,16111,3,,15222
19592,16111,57,,15222
19593,16087,5,,13558
19593,16087,20,,13558
19593,16087,456,,13558
19593,16111,257,,15222
19593,16111,310,,15222
19594,16079,1567,,45217
19594,16079,4,,45217
19594,16079,169,,45217
19594,16079,166,,45217
19594,16079,253,,45217
19594,16079,61,,45217
19594,16079,52,,45217
19594,16079,44,,45217
19594,16079,49,,45217
19594,16079,11,,45217
19594,16079,13,,45217
19594,16079,112,,45217
19594,16079,40,,45217
19594,16079,4,,45217
19594,16079,312,,45217
19594,16079,269,,45217
19594,16111,259,,15222
19594,16111,104,,15222
19595,16079,261,,45217
19595,16079,53,,45217
19595,16079,123,,45217
19595,16079,39,,45217
19595,16079,182,,45217
19595,16079,4,,45217
19595,16079,6,,45217
19595,16079,1191,,45217
19595,16079,1,,45217
19595,16079,553,,45217
19595,16079,277,,45217
19595,16079,15,,45217
19595,16079,1066,,45217
19595,16079,49,,45217
19595,16079,60,,45217
19595,16079,403,,45217
19595,16079,4,,45217
19595,16079,7,,45217
19595,16079,171,,45217
19595,16079,98,,45217
19596,16079,344,,45217
19596,16079,37,,45217
19596,16079,10,,45217
19596,16079,5,,45217
19596,16079,910,,45217
19596,16079,203,,45217
19596,16079,560,,45217
19596,16079,498,,45217
19596,16079,34,,45217
19596,16079,81,,45217
19596,16079,9,,45217
19597,16079,381,,45217
19597,16079,94,,45217
19597,16079,1180,,45217
19597,16082,37,,69955
19597,16082,439,,69955
19597,16082,1033,,69955
19597,16082,451,,69955
19597,16082,7,,69955
19597,16082,101,,69955
19597,16082,337,,69955
19598,16082,17,,69955
19598,16082,322,,69955
19598,16082,4,,69955
19598,16082,213,,69955
19598,16082,108,,69955
19598,16082,119,,69955
19598,16082,35,,69955
19598,16082,17,,69955
19598,16082,636,,69955
19598,16082,972,,69955
19598,16082,66,,69955
19598,16082,94,,69955
19598,16082,4,,69955
19598,16082,282,,69955
19598,16082,313,,69955
19598,16082,153,,69955
19599,16049,20,,17427
19599,16049,84,,17427
19599,16049,134,,17427
19599,16049,25,,17427
19599,16049,226,,17427
19599,16049,13,,17427
19599,16049,34,,17427
19599,16082,88,,69955
19599,16082,65,,69955
19599,16082,98,,69955
19599,16082,37,,69955
19600,16049,57,,17427
19600,16049,17,,17427
19600,16049,4,,17427
19600,16049,32,,17427
19600,16049,15,,17427
19600,16049,27,,17427
19600,16049,248,,17427
19600,16049,153,,17427
19600,16049,3,,17427
19600,16049,63,,17427
19600,16049,17,,17427
19600,16049,29,,17427
19600,16049,1,,17427
19600,16049,45,,17427
19600,16049,8,,17427
19600,16049,44,,17427
19600,16049,11,,17427
19600,16049,5,,17427
19600,16049,32,,17427
19600,16049,41,,17427
19600,16049,13,,17427
19600,16049,13,,17427
19600,16049,30,,17427
19600,16049,3,,17427
19601,16049,4,,17427
19601,16049,141,,17427
19601,16049,281,,17427
19601,16049,9,,17427
19601,16049,2,,17427
19601,16049,6,,17427
19601,16049,6,,17427
19601,16049,160,,17427
19601,16049,5,,17427
19601,16049,13,,17427
19601,16049,8,,17427
19601,16049,2,,17427
19601,16049,44,,17427
19601,16049,2,,17427
19601,16049,62,,17427
19601,16049,14,,17427
19601,16049,138,,17427
19601,16049,43,,17427
19601,16049,1,,17427
19601,16049,8,,17427
19601,16049,6,,17427
19601,16049,4,,17427
19602,16049,22,,17427
19602,16049,9,,17427
19602,16049,5,,17427
19602,16049,8,,17427
19602,16049,43,,17427
19602,16049,3,,17427
19602,16049,14,,17427
19602,16049,12,,17427
19602,16049,24,,17427
19602,16049,30,,17427
19602,16049,12,,17427
19602,16049,9,,17427
19602,16049,3,,17427
19602,16049,3,,17427
19602,16049,5,,17427
19602,16049,13,,17427
19602,16049,25,,17427
19602,16049,5,,17427
19602,16049,5,,17427
19602,16049,1,,17427
19602,16049,7,,17427
19602,16049,2,,17427
19602,16049,3,,17427
19602,16049,1,,17427
19603,16049,9,,17427
19603,16049,17,,17427
19603,16049,12,,17427
19603,16049,21,,17427
19603,16049,67,,17427
19603,16049,190,,17427
19603,16049,7,,17427
19603,16049,17,,17427
19603,16049,60,,17427
19603,16049,7,,17427
19603,16092,42,,14274
19603,16092,15,,14274
19603,16101,19,,9166
19603,16101,20,,9166
19603,16101,3,,9166
19603,16101,19,,9166
19603,16101,10,,9166
19603,16101,14,,9166
19603,16101,20,,9166
19603,16101,36,,9166
19603,16101,4,,9166
19603,16101,2,,9166
19603,16101,8,,9166
19603,16101,57,,9166
19604,16092,3,,14274
19604,16101,48,,9166
19604,16101,26,,9166
19604,16101,21,,9166
19604,16101,15,,9166
19604,16101,6,,9166
19604,16101,12,,9166
19604,16101,3,,9166
19604,16101,17,,9166
19604,16101,11,,9166
19604,16101,23,,9166
19604,16101,13,,9166
19604,16101,17,,9166
19604,16101,27,,9166
19604,16101,7,,9166
19604,16101,2,,9166
19604,16101,2,,9166
19604,16101,30,,9166
19604,16101,23,,9166
19604,16101,18,,9166
19604,16101,3,,9166
19604,16101,5,,9166
19604,16101,20,,9166
19604,16101,10,,9166
19604,16101,26,,9166
19604,16101,2,,9166
19605,16101,2,,9166
19605,16101,17,,9166
19605,16101,31,,9166
19605,16101,2,,9166
19605,16101,68,,9166
19605,16101,12,,9166
19605,16101,2,,9166
19605,16101,5,,9166
19605,16101,2,,9166
19605,16101,14,,9166
19605,16101,26,,9166
19605,16101,21,,9166
19605,16101,11,,9166
19605,16101,6,,9166
19605,16101,582,,9166
19605,16101,12,,9166
19605,16101,18,,9166
19605,16101,2,,9166
19606,16034,12,,117620
19606,16099,38,,16305
19606,16099,53,,16305
19606,16099,134,,16305
19606,16099,7,,16305
19606,16099,8,,16305
19606,16099,4,,16305
19606,16099,5,,16305
19606,16099,11,,16305
19606,16099,28,,16305
19606,16099,22,,16305
19606,16099,8,,16305
19606,16099,19,,16305
19606,16101,3,,9166
19607,16099,6,,16305
19607,16099,109,,16305
19607,16099,10,,16305
19607,16099,20,,16305
19607,16099,17,,16305
19607,16099,96,,16305
19607,16099,6,,16305
19607,16099,2,,16305
19607,16099,14,,16305
19607,16099,11,,16305
19607,16099,51,,16305
19607,16099,7,,16305
19607,16099,24,,16305
19607,16099,9,,16305
19607,16099,64,,16305
19607,16099,3,,16305
19607,16099,2,,16305
19607,16099,19,,16305
19607,16099,23,,16305
19607,16099,49,,16305
19607,16099,16,,16305
19607,16099,11,,16305
19608,16047,30,,19986
19608,16099,721,,16305
19608,16099,40,,16305
19608,16099,3,,16305
19608,16099,6,,16305
19608,16099,16,,16305
19608,16099,2,,16305
19608,16099,26,,16305
19608,16099,90,,16305
19608,16099,59,,16305
19608,16099,84,,16305
19608,16099,41,,16305
19608,16099,13,,16305
19608,16099,27,,16305
19608,16099,68,,16305
19608,16099,13,,16305
19608,16099,18,,16305
19609,16046,1091,,13604
19609,16046,181,,13604
19609,16047,846,,19986
19609,16047,162,,19986
19609,16047,15,,19986
19609,16047,741,,19986
19609,16047,40,,19986
19609,16047,88,,19986
19609,16047,1075,,19986
19609,16112,7,,155534
19609,16112,24,,155534
19609,16112,35,,155534
19609,16112,584,,155534
19609,16112,45,,155534
19609,16112,50,,155534
19609,16112,410,,155534
19609,16112,85,,155534
19609,16112,48,,155534
19609,16112,7,,155534
19610,16046,251,,13604
19610,16046,19,,13604
19610,16046,20,,13604
19610,16046,165,,13604
19610,16046,9,,13604
19610,16046,5,,13604
19610,16046,404,,13604
19610,16046,118,,13604
19610,16046,46,,13604
19610,16046,645,,13604
19610,16046,2,,13604
19610,16046,38,,13604
19610,16046,109,,13604
19610,16046,2,,13604
19610,16046,40,,13604
19610,16046,389,,13604
19610,16112,42,,155534
19610,16112,26,,155534
19610,16112,132,,155534
19610,16112,36,,155534
19610,16112,12,,155534
19610,16112,173,,155534
19610,16112,196,,155534
19610,16112,43,,155534
19610,16112,367,,155534
19610,16112,298,,155534
19610,16112,392,,155534
19610,16112,2,,155534
19610,16112,97,,155534
19610,16112,75,,155534
19610,16112,423,,155534
19610,16112,902,,155534
19610,16112,456,,155534
19610,16112,8,,155534
19610,16112,79,,155534
19610,16112,43,,155534
19610,16112,263,,155534
19610,16112,5,,155534
19610,16112,11,,155534
19610,16112,840,,155534
19611,15032,65,,33455
19611,15032,173,,33455
19611,15032,218,,33455
19611,15032,316,,33455
19611,15032,136,,33455
19611,15032,315,,33455
19611,15041,781,,6629
19611,16112,36,,155534
19611,16112,177,,155534
19611,16112,265,,155534
19611,16112,1383,,155534
19611,16112,431,,155534
19611,16112,6,,155534
19611,16112,189,,155534
19611,16112,356,,155534
19611,16112,132,,155534
19611,16112,99,,155534
19611,16112,28,,155534
19611,16112,219,,155534
19611,16112,553,,155534
19611,16112,155,,155534
19612,15032,1216,,33455
19612,15032,645,,33455
19612,15111,1383,,47709
19612,15111,1322,,47709
19612,15111,603,,47709
19612,15111,220,,47709
19612,15111,166,,47709
19612,15111,1675,,47709
19612,15111,78,,47709
19613,15032,475,,33455
19613,15032,236,,33455
19613,15111,264,,47709
19613,15111,1178,,47709
19613,15111,142,,47709
19613,15111,500,,47709
19613,15111,700,,47709
19613,15111,430,,47709
19613,15111,1042,,47709
19613,15111,785,,47709
19613,15111,308,,47709
19613,15111,185,,47709
19613,15111,285,,47709
19613,15111,453,,47709
19613,15111,50,,47709
19613,15111,731,,47709
19613,15111,706,,47709
19614,15007,185,,22868
19614,15032,1483,,33455
19614,15032,892,,33455
19614,15111,64,,47709
19614,15111,416,,47709
19614,15111,187,,47709
19614,15111,449,,47709
19614,15111,367,,47709
19614,15111,422,,47709
19614,15111,639,,47709
19614,15111,392,,47709
19614,15111,1339,,47709
19614,15111,242,,47709
19614,15111,727,,47709
19614,15111,68,,47709
19614,15111,215,,47709
19614,15111,935,,47709
19614,15111,696,,47709
19614,15114,616,,94369
19615,15007,181,,22868
19615,15111,780,,47709
19615,15114,568,,94369
19615,15114,890,,94369
19615,15114,896,,94369
19615,15114,703,,94369
19615,15114,1170,,94369
19615,15114,1065,,94369
19615,15114,218,,94369
19615,15114,1153,,94369
19615,15114,169,,94369
19615,15114,640,,94369
19615,15114,346,,94369
19616,15005,2048,,147653
19616,15005,236,,147653
19616,15005,1069,,147653
19616,15005,755,,147653
19616,15005,806,,147653
19616,15005,576,,147653
19616,15005,232,,147653
19616,15005,788,,147653
19616,15005,968,,147653
19616,15005,259,,147653
19616,15005,218,,147653
19616,15005,2157,,147653
19616,15114,1173,,94369
19616,15114,211,,94369
19616,15114,541,,94369
19616,15114,648,,94369
19617,15005,1414,,147653
19617,15005,2184,,147653
19617,15005,15,,147653
19617,15005,963,,147653
19617,15005,51,,147653
19617,15005,1676,,147653
19617,15005,1480,,147653
19617,15005,741,,147653
19617,15005,445,,147653
19617,15005,3532,,147653
19617,15005,980,,147653
19617,15005,2034,,147653
19617,15005,1020,,147653
19617,15005,1083,,147653
19617,15005,466,,147653
19617,15005,800,,147653
19617,15005,416,,147653
19617,15005,213,,147653
19617,15005,2459,,147653
19617,15005,1155,,147653
19618,15005,146,,147653
19618,15005,210,,147653
19618,15005,3,,147653
19618,15005,4,,147653
19618,15005,2243,,147653
19618,15106,475,,819561
19618,15106,195,,819561
19618,15106,247,,819561
19618,15106,3177,,819561
19618,15106,124,,819561
19618,15106,345,,819561
19618,15106,1117,,819561
19618,15106,90,,819561
19618,15106,2407,,819561
19618,15106,26,,819561
19618,15106,1717,,819561
19618,15106,1404,,819561
19618,15106,2753,,819561
19618,15106,86,,819561
19618,15106,336,,819561
19618,15106,906,,819561
19618,15106,2174,,819561
19618,15106,421,,819561
19618,15106,360,,819561
19618,15106,847,,819561
19618,15106,1444,,819561
19618,15106,1718,,819561
19618,15106,1202,,819561
19618,15118,126,,167759
19618,15118,7,,167759
19618,15118,158,,167759
19618,15118,1514,,167759
19618,15118,253,,167759
19618,15118,284,,167759
19618,15118,63,,167759
19618,15118,106,,167759
19618,15118,156,,167759
19618,15118,284,,167759
19619,15067,53,,78146
19619,15106,224,,819561
19619,15106,275,,819561
19619,15106,24,,819561
19619,15106,1774,,819561
19619,15106,940,,819561
19619,15106,1084,,819561
19619,15106,1587,,819561
19619,15106,2914,,819561
19620,15051,86,,134799
19620,15051,24,,134799
19620,15051,206,,134799
19620,15051,430,,134799
19620,15051,548,,134799
19620,15051,1915,,134799
19620,15051,495,,134799
19620,15106,840,,819561
19620,15106,3208,,819561
19620,15106,1755,,819561
19620,15106,189,,819561
19620,15106,642,,819561
19621,15051,314,,134799
19621,15051,668,,134799
19621,15051,403,,134799
19621,15051,690,,134799
19621,15051,46,,134799
19621,15051,182,,134799
19621,15051,641,,134799
19621,15051,390,,134799
19621,15051,20,,134799
19621,15051,768,,134799
19621,15051,148,,134799
19621,15051,1712,,134799
19621,15051,293,,134799
19621,15051,127,,134799
19621,15051,48,,134799
19621,15051,459,,134799
19621,15051,2218,,134799
19622,09004,11,,186391
19622,09004,22,,186391
19622,15037,147,,267935
19622,15037,459,,267935
19622,15037,4,,267935
19622,15037,52,,267935
19622,15037,62,,267935
19622,15037,2525,,267935
19622,15037,184,,267935
19622,15037,839,,267935
19622,15037,715,,267935
19622,15037,1268,,267935
19622,15037,370,,267935
19622,15037,992,,267935
19622,15037,1701,,267935
19622,15037,858,,267935
19622,15037,251,,267935
19622,15037,1259,,267935
19622,15037,1518,,267935
19622,15037,1505,,267935
19622,15037,1031,,267935
19622,15037,11,,267935
19622,15037,1442,,267935
19622,15051,1515,,134799
19622,15051,14,,134799
19622,15051,30,,134799
19622,15051,12,,134799
19622,15051,2,,134799
19623,09004,581,,186391
19623,09004,518,,186391
19623,09004,5,,186391
19623,09004,531,,186391
19623,09004,17,,186391
19623,09004,61,,186391
19623,09004,3,,186391
19623,09004,12,,186391
19623,09004,51,,186391
19623,09004,18,,186391
19623,09004,11,,186391
19623,09004,51,,186391
19623,09004,65,,186391
19623,09004,387,,186391
19623,09004,75,,186391
19623,09010,29,,760482
19623,09010,15,,760482
19623,09010,326,,760482
19623,15037,2252,,267935
19623,15037,7,,267935
19623,15037,21,,267935
19626,09011,19,,381110
19626,09011,1,,381110
19626,09011,41,,381110
19626,09011,6,,381110
19626,09011,38,,381110
19626,09011,12,,381110
19626,09011,22,,381110
19626,09011,9,,381110
19627,09011,16,,381110
19627,09011,22,,381110
19627,09011,47,,381110
19627,09011,592,,381110
19627,15039,29,,467361
19627,15039,738,,467361
19627,15070,429,,253845
19627,15070,1447,,253845
19627,15070,74,,253845
19628,15025,74,,310130
19628,15025,93,,310130
19628,15039,315,,467361
19628,15039,1,,467361
19628,15039,440,,467361
19628,15039,8,,467361
19628,15039,490,,467361
19628,15039,300,,467361
19628,15039,80,,467361
19628,15039,1720,,467361
19628,15039,256,,467361
19628,15039,124,,467361
19628,15039,75,,467361
19628,15039,169,,467361
19628,15039,22,,467361
19628,15039,391,,467361
19628,15039,5,,467361
19628,15039,69,,467361
19628,15039,462,,467361
19628,15039,43,,467361
19628,15039,79,,467361
19628,15039,398,,467361
19628,15039,102,,467361
19628,15039,547,,467361
19628,15039,98,,467361
19628,15039,62,,467361
19629,15039,9,,467361
19629,15039,14,,467361
19629,15039,5,,467361
19629,15039,12,,467361
19629,15039,36,,467361
19629,15039,54,,467361
19630,15039,244,,467361
19630,15039,11,,467361
19630,15039,107,,467361
19631,21180,4,,37750
19631,21180,5,,37750
19631,21180,6,,37750
19631,21180,37,,37750
19631,21180,18,,37750
19631,21180,3,,37750
19631,21180,139,,37750
19631,21180,775,,37750
19631,21180,199,,37750
19631,21180,767,,37750
19631,21180,5,,37750
19631,21180,4,,37750
19631,21180,1,,37750
19631,21180,1406,,37750
19632,21134,88,,19310
19632,21134,16,,19310
19632,21134,8,,19310
19632,21134,159,,19310
19632,21134,828,,19310
19632,21134,4,,19310
19632,21134,1,,19310
19632,21134,5,,19310
19632,21134,10,,19310
19632,21134,100,,19310
19632,21134,5,,19310
19632,21134,27,,19310
19632,21134,6,,19310
19632,21134,10,,19310
19632,21134,130,,19310
19632,21134,3,,19310
19632,21134,29,,19310
19632,21134,11,,19310
19632,21134,91,,19310
19632,21134,27,,19310
19632,21134,6,,19310
19632,21134,2,,19310
19632,21134,1394,,19310
19632,21134,12,,19310
19632,21134,28,,19310
19632,21134,7,,19310
19632,21134,2,,19310
19632,21143,11,,28419
19632,21143,230,,28419
19632,21143,39,,28419
19632,21143,10,,28419
19632,21143,4,,28419
19632,21180,8,,37750
19632,21180,111,,37750
19632,21180,24,,37750
19632,21180,10,,37750
19632,21180,23,,37750
19633,21132,189,,141112
19633,21132,92,,141112
19633,21132,25,,141112
19633,21132,118,,141112
19633,21132,112,,141112
19633,21132,142,,141112
19633,21132,9,,141112
19633,21132,69,,141112
19633,21132,324,,141112
19633,21132,182,,141112
19633,21132,121,,141112
19633,21132,23,,141112
19633,21132,404,,141112
19633,21132,8,,141112
19633,29015,1188,,35162
19633,29015,2,,35162
19633,29015,5,,35162
19633,29015,11,,35162
19633,29015,6,,35162
19633,29015,1,,35162
19633,29015,24,,35162
19633,29015,6,,35162
19633,29015,6,,35162
19633,29015,25,,35162
19633,29015,640,,35162
19633,29015,4,,35162
19633,29015,2,,35162
19633,29015,3,,35162
19633,29015,4,,35162
19633,29015,4,,35162
19633,29015,18,,35162
19633,29015,18,,35162
19633,29015,86,,35162
19633,29015,346,,35162
19633,29015,1,,35162
19633,29015,6,,35162
19633,29015,1,,35162
19633,29015,26,,35162
19633,29019,15,,18725
19633,29019,9,,18725
19633,29019,33,,18725
19633,29019,27,,18725
19633,29019,31,,18725
19634,29015,2,,35162
19634,29015,3,,35162
19634,29015,4,,35162
19634,29015,25,,35162
19634,29015,3,,35162
19634,29015,7,,35162
19634,29015,11,,35162
19634,29015,8,,35162
19634,29015,31,,35162
19634,29015,31,,35162
19634,29015,1368,,35162
19634,29015,875,,35162
19634,29015,1977,,35162
19634,29015,33,,35162
19634,29015,577,,35162
19634,29015,46,,35162
19634,29015,12,,35162
19634,29015,37,,35162
19634,29019,1,,18725
19634,29023,9,,23621
19634,29024,61,,25128
19634,29024,2095,,25128
19634,29024,943,,25128
19634,29024,9,,25128
19634,29024,120,,25128
19634,29049,29,,5064
19634,29056,2,,6857
19634,29056,5,,6857
19634,29056,2,,6857
19635,29024,18,,25128
19635,29024,30,,25128
19635,29024,1518,,25128
19635,29024,17,,25128
19635,29024,569,,25128
19635,29024,237,,25128
19635,29024,2260,,25128
19635,29024,867,,25128
19635,29033,6,,89795
19635,29036,1010,,20625
19635,29036,1193,,20625
19635,29036,1982,,20625
19635,29036,5,,20625
19635,29036,1585,,20625
19635,29036,2342,,20625
19635,29036,1512,,20625
19635,29036,4,,20625
19636,29002,2338,,13361
19636,29010,1,,66149
19636,29010,33,,66149
19636,29010,73,,66149
19636,29010,19,,66149
19636,29010,31,,66149
19636,29010,7,,66149
19636,29010,2421,,66149
19636,29010,13,,66149
19636,29010,26,,66149
19636,29010,16,,66149
19636,29018,632,,35084
19636,29018,186,,35084
19636,29018,541,,35084
19636,29018,21,,35084
19636,29026,1216,,17968
19636,29026,2257,,17968
19636,29026,111,,17968
19636,29026,22,,17968
19636,29026,21,,17968
19636,29026,21,,17968
19637,29009,1012,,5066
19637,29009,295,,5066
19637,29009,39,,5066
19637,29009,255,,5066
19637,29009,710,,5066
19637,29010,2003,,66149
19637,29010,1,,66149
19637,29018,675,,35084
19637,29018,2063,,35084
19637,29018,762,,35084
19637,29018,8,,35084
19637,29026,4,,17968
19637,29026,48,,17968
19637,29026,85,,17968
19637,29026,87,,17968
19637,29050,2,,9880
19637,29050,4,,9880
19637,29052,8,,5660
19637,29052,51,,5660
19637,29052,6,,5660
19637,29052,12,,5660
19637,29052,70,,5660
19637,29052,130,,5660
19638,29013,412,,84979
19638,29013,4,,84979
19638,29013,3,,84979
19638,29013,10,,84979
19638,29013,5,,84979
19638,29013,10,,84979
19638,29013,1227,,84979
19638,29013,243,,84979
19638,29013,116,,84979
19638,29013,1022,,84979
19638,29013,16,,84979
19638,29013,2,,84979
19638,29013,4,,84979
19638,29013,1,,84979
19638,29013,1028,,84979
19638,29013,827,,84979
19638,29013,3,,84979
19638,29013,266,,84979
19638,29013,6,,84979
19638,29052,2,,5660
19639,29013,1280,,84979
19639,29013,6,,84979
19639,29013,1,,84979
19639,29013,7,,84979
19639,29013,15,,84979
19639,29013,2,,84979
19639,29013,22,,84979
19639,29013,5,,84979
19639,29013,6,,84979
19639,29013,66,,84979
19639,29013,4,,84979
19639,29013,2,,84979
19639,29013,8,,84979
19639,29013,6,,84979
19639,29013,3,,84979
19639,29013,4,,84979
19639,29013,3,,84979
19639,29013,5,,84979
19639,29013,16,,84979
19639,29013,100,,84979
19639,29016,3,,6791
19640,21104,6,,27292
19640,21128,6,,8087
19640,29008,53,,13671
19640,29008,1,,13671
19640,29013,66,,84979
19640,29013,5,,84979
19640,29013,23,,84979
19640,29013,4,,84979
19640,29013,9,,84979
19640,29013,426,,84979
19640,29013,6,,84979
19640,29013,134,,84979
19640,29013,1,,84979
19640,29013,13,,84979
19640,29013,30,,84979
19640,29013,2,,84979
19640,29013,16,,84979
19640,29013,2,,84979
19640,29013,1,,84979
19640,29013,2,,84979
19640,29013,8,,84979
19640,29013,28,,84979
19640,29013,24,,84979
19640,29013,7,,84979
19640,29013,4,,84979
19640,29013,7,,84979
19640,29013,4,,84979
19641,21128,311,,8087
19641,21128,7,,8087
19641,21128,4,,8087
19641,21128,2,,8087
19641,21128,30,,8087
19641,21128,248,,8087
19641,21128,18,,8087
19641,29004,287,,15935
19641,29007,97,,15368
19641,29007,286,,15368
19641,29008,4,,13671
19641,29008,20,,13671
19641,29008,140,,13671
19641,29008,8,,13671
19641,29008,501,,13671
19641,29008,5,,13671
19641,29008,12,,13671
19641,29008,4,,13671
19641,29008,1025,,13671
19641,29008,308,,13671
19641,29008,7,,13671
19641,29008,6,,13671
19641,29008,216,,13671
19641,29008,5,,13671
19641,29008,3,,13671
19642,21108,24,,16575
19642,21128,5,,8087
19642,21128,5,,8087
19642,21128,179,,8087
19642,21128,243,,8087
19642,21128,581,,8087
19642,21128,1,,8087
19642,29007,187,,15368
19643,21108,5,,16575
