LATC,LONC,SCC,ANNCO,ANNNOX,ANNPM10,ANNPM25,ANNSO2,ANNVOC,Capa,STKHGT,STKDIAM,STKTEMP,STKFLOW,STKVEL,F,H efectiva
20.676229,-103.3337,32099900,,,,,,16.12681,4,24,1.7056,113,49.54,21.7,2.7,121
20.676229,-103.3337,30104500,,,,,,32.93882,4,35.8,6.1008,141,11.51,0.4,0.5,76.9
20.676229,-103.3337,32099900,,,,,,88.82122,4,24,1.7056,113,49.54,21.7,2.7,121
20.676229,-103.3337,32099900,0.00387308,0.02780998,0.000876205,0.000876205,5.43E-05,16.12788,4,24,1.7056,113,49.54,21.7,2.7,121
20.676229,-103.3337,30799901,,,,,,73.80215,3,41,3.9032,145,323,27,14.3,211.2
20.676229,-103.3337,33000101,0.01993049,0.2183634,0.1252548,0.08158347,2.242895,0.005085269,4,36.6,2.9356,247,239.21,35.3,3.1,131
20.676229,-103.3337,30299999,0.3174656,1.269862,0.06349312,0.01587328,2.704807,0.01600027,3,49.1,1.8532,157,97.23,36,3.9,144.4
20.676229,-103.3337,32099900,,,,,,3.225362,4,24,1.7056,113,49.54,21.7,2.7,121
20.676229,-103.3337,30700700,,,1.543235,1.080265,,,3,48.2,3.4112,176,370.96,40.6,12.9,206.7
20.676229,-103.3337,30801000,0.6904876,7.595364,4.358588,2.838825,78.05272,0.1767648,4,29.3,0.6888,110,7.57,20.3,0.4,70
20.676229,-103.3337,31399999,0.000274343,0.001969874,6.21E-05,6.21E-05,3.85E-06,55.08741,4,37.3,1.7056,122,60.33,26.4,3.1,130.7
20.676229,-103.3337,30799901,,,,,,9.192282,3,41,3.9032,145,323,27,14.3,211.2
20.676229,-103.3337,30900199,,,,,,31.00801,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
20.676229,-103.3337,30302401,0.06746143,0.7420758,0.4258391,0.2773564,7.625841,0.01727013,3,40.2,3.2144,108,615.66,75.9,34.2,278
20.676229,-103.3337,30201300,0.00290481,0.02085749,3.743003,3.665841,4.07E-05,0.000800013,4,26.9,1.394,242,35.24,23.1,0.5,73.9
20.676229,-103.3337,30501401,0.000096827,0.00069525,2.19E-05,2.19E-05,1.36E-06,73.11235,3,78.2,3.4112,332,405.58,44.4,5.2,165.7
20.676229,-103.3337,30501401,0.8198019,5.886446,2.547936,2.499765,0.01149067,0.2257815,3,78.2,3.4112,332,405.58,44.4,5.2,165.7
20.676229,-103.3337,32099900,,,,,,8.063405,4,24,1.7056,113,49.54,21.7,2.7,121
20.676229,-103.3337,32099900,,,,,,3.527395,4,24,1.7056,113,49.54,21.7,2.7,121
20.676229,-103.3337,30900199,0.0387308,0.2780998,0.008762049,0.008762049,0.000542866,2.656213,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
20.676229,-103.3337,40100304,0.008068916,0.05793747,0.001825427,0.001825427,0.000113097,1.324996,3,39.3,1.968,82.2,69.84,23,4.4,146.4
20.676229,-103.3337,30501401,0.193654,1.390499,0.04381025,0.04381025,0.002714331,0.05333422,3,78.2,3.4112,332,405.58,44.4,5.2,165.7
20.676229,-103.3337,30700700,,,1.818813,1.273169,,,3,48.2,3.4112,176,370.96,40.6,12.9,206.7
20.676229,-103.3337,32099900,,,,,,4.031703,4,24,1.7056,113,49.54,21.7,2.7,121
20.676229,-103.3337,32099900,,,,,,1.873929,4,24,1.7056,113,49.54,21.7,2.7,121
20.676229,-103.3337,30299999,,,2.202417,0.4078551,,,3,49.1,1.8532,157,97.23,36,3.9,144.4
20.676229,-103.3337,30200701,21.33369,71.11229,5.918352,2.067649,0.1523835,1.396849,3,63.8,2.6896,138,249.9,44,11.6,204.7
20.676229,-103.3337,30203201,1.086605,6.748366,0.2371309,0.1874277,2.833728,0.2247037,5,40.2,1.2136,316,28.34,24.5,0.2,62
20.676229,-103.3337,30299999,0.9523968,3.809587,0.1904793,0.04761983,8.11442,0.04800079,3,49.1,1.8532,157,97.23,36,3.9,144.4
20.676229,-103.3337,32099900,,,,,,4.838043,4,24,1.7056,113,49.54,21.7,2.7,121
20.676229,-103.3337,32099900,6.595336,32.76257,8.297422,5.526313,142.7969,0.7137463,4,24,1.7056,113,49.54,21.7,2.7,121
20.676229,-103.3337,36000100,,,,,,3.157019,3,39.9,2.0008,80.6,123.75,39.4,7.9,175.3
20.676229,-103.3337,30203001,0.3812232,2.131781,0.5617818,0.3442385,11.40613,0.03916255,3,58.4,3.2964,205,392.46,46,10.2,195.2
20.676229,-103.3337,30201800,0.1587328,0.6349311,0.03174656,0.00793664,1.352403,0.008000133,3,44.4,1.9024,170,133.88,47.1,4.9,152.6
20.676229,-103.3337,32099900,,,,,,2.535315,4,24,1.7056,113,49.54,21.7,2.7,121
20.676229,-103.3337,30799901,,,,,,32.89869,3,41,3.9032,145,323,27,14.3,211.2
20.676229,-103.3337,30201800,0.5568875,4.706427,2.053949,1.331398,37.23984,0.1114939,3,44.4,1.9024,170,133.88,47.1,4.9,152.6
20.676229,-103.3337,30501401,0.2807983,2.016224,0.06352486,0.06352486,0.003935779,0.07733461,3,78.2,3.4112,332,405.58,44.4,5.2,165.7
20.676229,-103.3337,30700700,,,2.566952,1.796877,,,3,48.2,3.4112,176,370.96,40.6,12.9,206.7
20.676229,-103.3337,31299000,11.70936,56.2872,2.342779,0.5915592,109.9771,2.437877,4,30.5,1.9024,163,65.36,23,2.5,120.9
20.676229,-103.3337,32099900,,,,,,2.645546,4,24,1.7056,113,49.54,21.7,2.7,121
20.676229,-103.3337,30201800,0.373022,1.492088,0.07460441,0.0186511,3.178148,0.01880031,3,44.4,1.9024,170,133.88,47.1,4.9,152.6
20.676229,-103.3337,30200701,0.1356044,0.4520148,2.295706,0.7996497,0.000968603,0.008878862,3,63.8,2.6896,138,249.9,44,11.6,204.7
20.676229,-103.3337,30299999,4.622299,15.40766,0.418208,0.418208,0.03301642,0.3026505,3,49.1,1.8532,157,97.23,36,3.9,144.4
20.676229,-103.3337,30799901,,,,,,15.61754,3,41,3.9032,145,323,27,14.3,211.2
20.676229,-103.3337,30799901,,,,,,183.8456,3,41,3.9032,145,323,27,14.3,211.2
20.676229,-103.3337,30799901,,,,,,64.50724,3,41,3.9032,145,323,27,14.3,211.2
20.676229,-103.3337,30799901,,,,,,154.8174,3,41,3.9032,145,323,27,14.3,211.2
20.676229,-103.3337,30700700,,,,,,58.05652,3,48.2,3.4112,176,370.96,40.6,12.9,206.7
20.676229,-103.3337,36000100,,,,,,14.18773,3,39.9,2.0008,80.6,123.75,39.4,7.9,175.3
20.676229,-103.3337,30799901,,,,,,277.7083,3,41,3.9032,145,323,27,14.3,211.2
20.676229,-103.3337,36000100,,,,,,3.134091,3,39.9,2.0008,170,154.69,49.2,5.7,158.1
20.676229,-103.3337,31499999,,,,,,22.71642,4,29.8,1.804,141,37.06,14.5,1.7,106.5
20.675555,-103.3858,30599999,0.423088,14.10293,1.058982,1.04504,0.03022057,0.2770219,3,55.8,2.296,211,223.94,54.1,5.4,160.6
20.675555,-103.3858,30899999,,,,,,175.8407,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
20.637222,-103.3316,30201901,0.5361736,6.383019,11.0706,10.85234,0.03829812,8.611785,3,34.9,1.804,112,86.1,33.7,4.7,147.6
20.679166,-103.3305,30899999,0.07142975,0.7301708,0.4227806,0.2747305,7.643619,0.02126358,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
20.675555,-103.3858,30400701,0.05424693,0.2213,5.211733,5.030825,0.4762172,0.4581998,3,39.3,2.6896,158,190.83,33.6,7.7,173.6
20.631111,-103.3666,30400300,0.09970227,0.009845842,7.703415,6.708481,0.3102035,0.3243387,3,43.6,3.4112,179,468.83,51.3,15.9,219.1
20.7,-103.3569,30199999,0.03305801,0.2389341,0.005171451,0.005171451,0.000466413,13.03848,4,46.1,2.0992,202,85.48,24.7,2.3,122.1
20.676229,-103.3337,30900199,0.3642545,2.632731,0.2383048,0.1922547,0.005139234,4.471645,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
20.676229,-103.3337,30899999,0.08730303,0.3492121,0.01746061,0.004365152,0.7438219,6.51334,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
20.631111,-103.3669,31499999,0.2411079,0.9741426,0.0480905,0.01223442,2.028647,0.02730278,4,29.8,1.804,141,37.06,14.5,1.7,106.5
20.663611,-103.3688,30201901,1.080932,12.86823,0.9779858,0.9779858,0.07720941,10.15235,3,34.9,1.804,112,86.1,33.7,4.7,147.6
20.663611,-103.368,30201901,0.6379648,7.59482,0.5772063,0.5772063,0.04556892,3.735583,3,34.9,1.804,112,86.1,33.7,4.7,147.6
20.653611,-103.3416,30400701,0.447542,1.825759,0.9188014,0.7563214,3.719265,2.045895,3,39.3,2.6896,158,190.83,33.6,7.7,173.6
20.641388,-103.3666,30801000,0.01082686,0.07825352,0.001693706,0.001693706,0.000152755,22.80177,4,29.3,0.6888,110,7.57,20.3,0.4,70
20.676229,-103.3337,30199999,2.51057,27.61627,16.65433,10.84738,299.5612,0.6427058,4,46.1,2.0992,202,85.48,24.7,2.3,122.1
20.649444,-103.3402,31299000,0.1135951,1.352322,0.1027765,0.1027765,0.008113934,0.07437772,4,30.5,1.9024,163,65.36,23,2.5,120.9
20.676229,-103.3337,30801000,0.3174656,1.269862,0.06349312,0.01587328,2.704807,50.86946,4,29.3,0.6888,110,7.57,20.3,0.4,70
20.675555,-103.3858,31399999,0.1314079,0.5275049,0.0262563,0.00660493,1.114659,0.01470456,4,37.3,1.7056,122,60.33,26.4,3.1,130.7
20.676229,-103.3337,30103501,0.02137602,0.1544999,1.889486,1.850597,0.000301592,0.005926024,3,82.3,2.296,185,166.36,40.2,5.3,168.1
20.676229,-103.3337,30101401,,,0.2094391,0.1130971,,3.96832,4,27.9,2.6896,127,81.25,14.3,4,138.9
20.676229,-103.3337,30101401,,,33.3427,16.67135,,197.7325,4,27.9,2.6896,127,81.25,14.3,4,138.9
20.690277,-103.3008,30199999,,,0.6349311,0.3174656,,2.469177,4,46.1,2.0992,202,85.48,24.7,2.3,122.1
20.652777,-103.3344,30801000,0.1815107,1.939818,30.88423,15.53686,10.45349,369.2978,4,29.3,0.6888,110,7.57,20.3,0.4,70
20.675555,-103.3858,30104500,0.02645546,0.1058219,13.17129,6.584324,0.2254006,28.17801,4,35.8,6.1008,141,11.51,0.4,0.5,76.9
20.676229,-103.3337,30101401,,,61.56187,30.78093,,2.244416,4,27.9,2.6896,127,81.25,14.3,4,138.9
20.676229,-103.3337,30101401,0.1951091,0.7804362,0.03902181,0.009755452,1.662329,31.95564,4,27.9,2.6896,127,81.25,14.3,4,138.9
20.647222,-103.3402,30400701,9.445704,129.8787,104.4792,90.54868,0.1421981,,3,39.3,2.6896,158,190.83,33.6,7.7,173.6
20.676229,-103.3337,30899999,0.00030682,0.003652618,0.000277599,0.000277599,2.19E-05,112.1052,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
20.645555,-103.3652,32099900,,,6.748091,6.608955,,119.6338,4,24,1.7056,113,49.54,21.7,2.7,121
20.676229,-103.3337,30999900,0.1122578,0.9608854,0.05215075,0.04703638,0.1661894,4.24259,4,33.8,1.7056,156,81.31,35.6,3.3,132.5
20.645833,-103.3652,30400300,507.6134,0.2052415,52.72094,46.39247,1.994443,2.509357,3,43.6,3.4112,179,468.83,51.3,15.9,219.1
20.656111,-103.3375,30400300,27.07421,0.005809091,2.460108,2.263337,0.1063602,0.1112952,3,43.6,3.4112,179,468.83,51.3,15.9,219.1
20.676229,-103.3337,30999900,0.01571137,0.1135574,0.002457818,0.002457818,0.00022167,14.05662,4,33.8,1.7056,156,81.31,35.6,3.3,132.5
20.633333,-103.3683,30900199,0.4791604,1.958224,136.7991,133.9099,3.972867,4.861482,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
20.666666,-103.3833,30107001,,,1.076352,0.5812299,,,4,43.2,1.6564,158,34.81,16.2,1.4,104.8
20.676229,-103.3337,30900199,0.3290875,3.917709,82.63267,80.93504,0.02350625,0.215474,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
20.401666,-103.1572,30199999,0.8184591,8.714813,5.747984,3.653824,88.54248,26.92092,4,46.1,2.0992,202,85.48,24.7,2.3,122.1
20.393998,-103.2111,30201901,1.313027,15.63127,1.187977,1.187977,0.09378764,26.63396,3,34.9,1.804,112,86.1,33.7,4.7,147.6
20.31578,-103.4161,32099900,,,,,,6.37009,4,24,1.7056,113,49.54,21.7,2.7,121
20.31578,-103.4161,30900199,0.00774616,0.05561997,0.00175241,0.00175241,0.000108573,227.1664,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
21.324722,-101.9169,30610001,0.2518534,1.578518,0.04260653,0.04260653,0.002514526,0.04940823,5,38.6,2.296,294,137.84,33.3,0.2,57
20.401561,-102.7226,30799901,,,,,,2.707607,3,41,3.9032,145,323,27,14.3,211.2
20.401561,-102.7226,30201000,0.4505551,4.80227,2.709726,1.763128,48.63376,0.1108237,3,145,4.1984,114,356.91,25.8,19.2,263.3
20.401561,-102.7226,30801000,,,,,,170.3732,4,29.3,0.6888,110,7.57,20.3,0.4,70
20.27053,-102.8938,30102403,,,0.3002799,0.2511646,,,5,39.3,0.5248,100,2.7,12.5,0.2,56.1
20.27053,-102.8938,30102403,,,6.005598,5.023291,,,3,10.1,3.6736,107,438.04,41.3,24.4,240.8
20.27053,-102.8938,30102403,2.044346,22.48781,23.72211,19.842,243.9314,993.5844,1,98.4,9.5448,1347,2081.71,29.1,670.9,747
20.27053,-102.8938,30101822,,,7.539544,5.284573,,,3,104,1.1808,604,28.38,25.9,2.7,146
20.27053,-102.8938,30101822,,,7.495715,5.284573,,,3,19.6,3.936,581,227.48,18.7,20.2,229
20.27053,-102.8938,10200401,8.842883,92.71226,61.33405,42.9899,1055.133,109.1019,2,98.4,6.0024,917,631.13,22.3,120.7,434.7
20.27053,-102.8938,10200401,5.660042,59.3421,39.25793,27.51644,675.3562,69.83259,2,98.4,5.8056,836,390.72,14.8,65,359.4
20.27053,-102.8938,10200401,6.482507,67.96515,44.96253,31.51487,773.4927,79.98001,2,98.4,5.5104,806,424.75,17.8,66.8,362.3
20.27053,-102.8938,10200401,9.102967,95.43909,63.13799,44.25431,1086.166,112.3108,2,98.4,6.0024,1014,649.7,23,143.4,458.7
20.27053,-102.8938,10200401,7.043608,73.84795,48.85432,34.24268,840.4433,86.90277,2,104,5.5104,815,461.51,19.4,73.9,375.3
20.27053,-102.8938,10200401,20.28661,212.6928,118.6613,77.24995,2420.599,250.2926,2,104,6.0024,816,1447.9,51.2,232.2,535.1
20.27053,-102.8938,10200401,7.802544,81.80493,54.11828,43.44382,930.9995,96.26639,3,104,6.0024,222,556.88,19.7,11.5,216.8
20.27053,-102.8938,30101822,,,7.209114,5.284573,,,4,19.6,1.148,570,25.8,24.9,2.2,112.5
20.27053,-102.8938,30102600,,,0.1322608,0.09281459,,53.40697,4,47.9,2.0008,190,81.68,26,2.5,125.6
20.537786,-103.2474,30102600,15.68127,522.7091,23.72689,23.72689,1.120091,111.0959,4,47.9,2.0008,190,81.68,26,2.5,125.6
20.537786,-103.2474,30101401,0.4903578,3.54417,9.638155,5.23989,0.006918414,0.1359408,4,27.9,2.6896,127,81.25,14.3,4,138.9
20.537786,-103.2474,30900199,0.1535307,1.827746,0.1389087,0.1389087,0.01096648,102.2186,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
20.537786,-103.2474,30799901,,,,,,36.28532,3,41,3.9032,145,323,27,14.3,211.2
20.537786,-103.2474,30201901,0.1587328,0.6349311,0.03174656,0.00793664,1.352403,0.008000133,3,34.9,1.804,112,86.1,33.7,4.7,147.6
20.537786,-103.2474,30299999,0.2222259,0.8889036,0.04444518,0.01111129,1.893365,0.01120019,3,49.1,1.8532,157,97.23,36,3.9,144.4
20.537786,-103.2474,30800101,2.691776,86.15092,7.46201,5.149777,0.1922697,224.0986,3,35.3,2.0992,113,121.13,35,6.5,163.9
20.496388,-103.2322,30102600,1.222967,9.594582,73.78228,51.50249,84.8569,8.411943,4,47.9,2.0008,190,81.68,26,2.5,125.6
20.569722,-103.2836,30101401,,,0.755083,0.4077449,,1.157427,4,27.9,2.6896,127,81.25,14.3,4,138.9
20.537786,-103.2474,30107001,1.073784,12.78314,0.9715184,0.9715184,0.07669882,0.7030725,4,43.2,1.6564,158,34.81,16.2,1.4,104.8
20.537786,-103.2474,40400101,0.01708582,0.07969709,0.005401324,0.005401324,0.005180862,1023.724,7,10.4,0.5248,68,0.59,2.7,0,31.1
20.537786,-103.2474,30113200,3.028993,33.31577,20.09049,13.0854,361.3696,27.53711,3,77.7,6.4944,257,418.86,12.6,4.2,156
20.537786,-103.2474,30201901,2.464362,11.26932,0.61875,0.2758872,19.48737,11.575,3,34.9,1.804,112,86.1,33.7,4.7,147.6
20.563473,-103.95,10201101,234.7254,74.25568,307.1616,129.2244,188.9082,106.097,3,98.4,6.396,356,874.7,27.2,17.6,243
20.563473,-103.95,10201101,323.0465,102.1962,422.7386,177.8482,259.9894,146.0185,2,246,9.02,347,1697.7,26.6,29.5,328.1
20.563473,-103.95,10201101,296.0281,93.64887,387.3823,162.9736,238.2449,133.8061,2,98.4,7.9704,365,1374.68,27.6,31.4,288.5
20.563473,-103.95,10201101,231.8974,73.36103,303.4609,127.6675,186.6322,104.8187,3,98.4,6.396,365,864.16,26.9,19.8,251.4
19.694977,-103.1849,10201101,180.2656,73.47967,249.4246,108.8725,448.6036,80.25851,3,98.4,6.396,356,874.7,27.2,17.6,243
19.694977,-103.1849,10201101,248.0949,101.1282,343.2767,149.8384,617.4016,110.4577,2,246,9.02,347,1697.7,26.6,29.5,328.1
19.694977,-103.1849,10201101,227.3452,92.67018,314.5663,137.3065,565.7643,101.2194,2,98.4,7.9704,365,1374.68,27.6,31.4,288.5
19.694977,-103.1849,10201101,178.0937,72.59437,246.4195,107.5608,443.1987,79.29153,3,98.4,6.396,365,864.16,26.9,19.8,251.4
20.167222,-103.9922,30501601,13.63776,148.203,231.2654,197.3438,239.7857,3.453769,4,91.8,1.968,266,112.74,37.1,0.8,104.8
21.481278,-102.5549,32099900,,,,,,2.535315,4,24,1.7056,113,49.54,21.7,2.7,121
20.485908,-103.4295,30501601,,,60.41205,59.16644,,,4,91.8,1.968,266,112.74,37.1,0.8,104.8
20.485908,-103.4295,30701201,0.3734993,3.773058,2.063244,1.340048,37.18112,0.08583584,4,48.4,2.5912,99.6,61.92,11.7,3.6,140.2
20.485908,-103.4295,50200501,0.0096827,0.06952496,2.74463,2.688082,0.000135717,0.002666711,3,39.3,1.476,1088,84.18,49.2,20.5,236.1
20.485908,-103.4295,30202100,0.4285785,1.714314,0.0857157,0.02142893,3.651489,0.02160036,3,14.9,2.1976,82.2,246.46,65,15.6,209.2
20.485908,-103.4295,30900199,,,,,,1.703732,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
20.485908,-103.4295,30799901,,,,,,8.063405,3,41,3.9032,145,323,27,14.3,211.2
20.485908,-103.4295,30799901,,,,,,4.132895,3,41,3.9032,145,323,27,14.3,211.2
20.485908,-103.4295,30201300,0.1746061,1.253989,0.5200351,0.3310637,9.783019,0.02511788,4,26.9,1.394,242,35.24,23.1,0.5,73.9
20.485908,-103.4295,32099900,,,,,,10.48243,4,24,1.7056,113,49.54,21.7,2.7,121
20.588784,-103.353,30104500,0.0506728,0.2026912,0.01013456,0.00253364,236.3263,0.005633126,4,35.8,6.1008,141,11.51,0.4,0.5,76.9
20.588784,-103.353,30610001,0.4017924,1.60717,0.4826302,0.3142345,3.615496,0.02052531,5,38.6,2.296,294,137.84,33.3,0.2,57
20.59,-103.35,30101801,,,1.414541,0.7638519,,177.6841,4,53.7,1.7056,191,68.95,30.2,2.1,120.9
20.588784,-103.353,30700700,0.004744523,0.03406723,2.690051,1.88338,6.65E-05,0.001306688,3,48.2,3.4112,176,370.96,40.6,12.9,206.7
20.588784,-103.353,32099900,0.001397536,0.01003477,0.000316164,0.000316164,1.96E-05,12.56156,4,24,1.7056,113,49.54,21.7,2.7,121
20.588784,-103.353,30201800,1.954794,8.83586,7.310563,5.449594,31.83538,0.1283831,3,44.4,1.9024,170,133.88,47.1,4.9,152.6
20.588784,-103.353,41000100,0.3227567,2.317499,0.07301708,0.07301708,0.004523885,0.08889036,4,24.9,0.5904,132,13.95,51,0.7,79.3
20.588784,-103.353,32099900,0.1032821,0.7415996,0.02336547,0.02336547,0.001447643,4.988844,4,24,1.7056,113,49.54,21.7,2.7,121
20.588784,-103.353,30201800,1.555915,16.34527,9.149279,5.950259,164.3865,0.3757043,3,44.4,1.9024,170,133.88,47.1,4.9,152.6
20.588784,-103.353,30799901,,,,,,45.96141,3,41,3.9032,145,323,27,14.3,211.2
20.588784,-103.353,30801000,,,,,,1.946571,4,29.3,0.6888,110,7.57,20.3,0.4,70
20.579166,-103.3533,30103301,,,0.8812976,0.4759007,,,4,59.7,2.3452,333,133.04,30.8,1.7,116.8
20.583333,-103.3666,30400701,0.07741877,0.05186531,2.568265,2.198602,0.2216614,0.2333901,3,39.3,2.6896,158,190.83,33.6,7.7,173.6
20.588784,-103.353,31499999,0.07690717,0.5558637,2.38696,1.294493,0.001085076,0.0213208,4,29.8,1.804,141,37.06,14.5,1.7,106.5
20.579166,-103.4097,30103301,0.00099208,0.00396832,0.000198416,0.000049604,0.008452521,3.494436,4,59.7,2.3452,333,133.04,30.8,1.7,116.8
20.577222,-103.355,30199999,0.3809587,3.523868,1.914418,1.239264,34.90343,3.850161,4,46.1,2.0992,202,85.48,24.7,2.3,122.1
20.589444,-103.3858,30900199,0.07936639,0.8730303,2.274563,2.054945,9.469998,0.8852792,4,29.5,2.0992,178,86.33,24.9,2.9,126.4
20.633333,-103.3166,31499999,0.08657286,0.6257247,1.297691,1.163926,0.001221449,3.462329,4,29.8,1.804,141,37.06,14.5,1.7,106.5
20.588784,-103.353,30101801,,,0.3703765,0.1851882,,1.322773,4,53.7,1.7056,191,68.95,30.2,2.1,120.9
20.616359,-103.2134,32099900,,,,,,8.48754,4,24,1.7056,113,49.54,21.7,2.7,121
19.527777,-103.4375,30701201,35.32869,366.5257,218.8274,147.9193,4215.42,28.5446,3,82,4.92,404,513.21,27,17.8,239
20.23614,-103.5669,30501101,2.298318,24.19352,19.44342,10.79508,257.0142,0.5658587,3,31.4,2.8864,112,169.98,26,9.2,181.3
20.794622,-103.4937,30899999,0.1028152,0.4229038,0.6145515,0.326194,0.845303,27.26116,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
20.794622,-103.4937,30299999,0.07014725,0.6441476,0.2480195,0.1638002,4.32715,0.01820668,3,49.1,1.8532,157,97.23,36,3.9,144.4
20.794622,-103.4937,32099900,,,,,,33.8663,4,24,1.7056,113,49.54,21.7,2.7,121
20.794622,-103.4937,32099900,7.70E-05,9.17E-05,6.97E-06,6.97E-06,5.50E-07,30.64095,4,24,1.7056,113,49.54,21.7,2.7,121
20.794622,-103.4937,32099900,,,,,,8.063405,4,24,1.7056,113,49.54,21.7,2.7,121
20.794622,-103.4937,39999999,,,,,,34.35011,3,39.2,3.8048,194,253.59,22.3,7.4,171.7
20.794622,-103.4937,30701201,0.7459647,8.150611,4.660752,3.034999,83.50261,0.1893515,4,48.4,2.5912,99.6,61.92,11.7,3.6,140.2
20.794622,-103.4937,30203001,0.374803,3.196681,1.29029,0.8416715,23.1065,0.081515,3,58.4,3.2964,205,392.46,46,10.2,195.2
20.794622,-103.4937,31499999,,,,,,50.88008,4,29.8,1.804,141,37.06,14.5,1.7,106.5
20.794622,-103.4937,10300403,0.1412722,1.553994,0.8917571,0.580817,15.96941,0.03616568,5,39.3,1.476,314,46.58,27.2,0.3,69.2
20.794622,-103.4937,30201800,0.396832,4.087369,2.262379,1.470342,40.7102,0.09343012,3,44.4,1.9024,170,133.88,47.1,4.9,152.6
20.794622,-103.4937,30203201,1.116338,3.721128,0.1010021,0.1010021,0.007973846,0.07309359,5,40.2,1.2136,316,28.34,24.5,0.2,62
20.794622,-103.4937,30203001,1.158749,12.63513,7.21739,4.699538,129.326,0.2933763,3,58.4,3.2964,205,392.46,46,10.2,195.2
20.794622,-103.4937,30203201,4.561036,15.20345,0.4126651,0.4126651,0.03257883,0.2986392,5,40.2,1.2136,316,28.34,24.5,0.2,62
20.794622,-103.4937,30799901,,,,,,3.170247,3,41,3.9032,145,323,27,14.3,211.2
20.794622,-103.4937,32099900,0.003227567,0.02317499,0.000730171,0.000730171,4.52E-05,25.31998,4,24,1.7056,113,49.54,21.7,2.7,121
20.794622,-103.4937,31499999,0.2565376,0.8551252,0.02321054,0.02321054,0.001832411,113.5989,4,29.8,1.804,141,37.06,14.5,1.7,106.5
20.794622,-103.4937,30200701,0.008520776,0.06118197,0.001927651,0.001927651,0.000119431,170.3755,3,63.8,2.6896,138,249.9,44,11.6,204.7
20.794622,-103.4937,30500801,0.1942995,1.395134,0.04395628,0.04395628,0.002723378,0.053512,3,32.2,1.8532,141,117.31,43.5,5.3,152.9
20.794622,-103.4937,30701201,48.34255,236.5229,14.08262,5.350168,530.2122,10.08995,3,82,4.92,404,513.21,27,17.8,239
20.794622,-103.4937,30200701,61.49785,204.9928,9.076495,6.775201,0.4392704,4.026645,3,63.8,2.6896,138,249.9,44,11.6,204.7
20.794622,-103.4937,30501005,0.2380992,0.9523968,0.04761983,0.01190496,2.028605,0.0120002,3,71.9,3.9524,119,506.05,41.2,26.4,265.7
20.794622,-103.4937,30801000,,,,,,4.786565,4,29.3,0.6888,110,7.57,20.3,0.4,70
20.794622,-103.4937,32099900,0.1349229,0.5396914,0.02698457,0.006746144,1.149543,0.006800113,4,24,1.7056,113,49.54,21.7,2.7,121
20.794622,-103.4937,30799901,,,,,,183.8456,3,41,3.9032,145,323,27,14.3,211.2
20.716666,-103.3833,30701201,,1.41E-05,1.07E-06,1.07E-06,8.47E-08,1.496168,4,48.4,2.5912,99.6,61.92,11.7,3.6,140.2
20.741666,-103.3666,40200101,0.0958391,0.6926984,0.01499265,0.01049486,0.001352185,1.870736,3,29.5,1.968,80.6,119.73,39.4,7.6,170.3
20.794622,-103.4937,30107001,0.3448998,2.8604,30.03974,29.04457,20.40678,0.07892618,2,98.4,4.92,440,685.94,36.1,31.4,288.3
20.794622,-103.4937,31603001,1.760475,39.82027,2.120597,1.963187,0.1257482,1.52395,4,36.6,2.9356,247,239.21,35.3,3.1,131
20.625,-103.5388,30701201,0.0284782,0.2058325,13.60697,6.402268,0.000401796,4.52737,4,48.4,2.5912,99.6,61.92,11.7,3.6,140.2
20.716666,-103.3833,30701201,0.01360699,0.09834754,4.314369,2.158249,0.00019198,34.70452,4,48.4,2.5912,99.6,61.92,11.7,3.6,140.2
20.605555,-103.4277,30701201,,,2.631525,1.315763,,3.289406,4,48.4,2.5912,99.6,61.92,11.7,3.6,140.2
20.794622,-103.4937,40400101,0.03417164,0.1593942,0.01080265,0.01080265,0.01036172,1891.574,7,10.4,0.5248,68,0.59,2.7,0,31.1
20.752777,-103.4194,30899999,0.1746061,1.698441,0.9540341,0.6188381,17.31648,26.76941,3,36.2,2.0008,148,104.05,33.1,4.5,146.3
20.794622,-103.4937,30100800,17.04692,202.9396,15.42341,15.42341,1.217637,11.16168,3,52.8,6.396,143,803.04,25,36,286.5
20.729166,-103.3411,30199999,,,2.606966,1.407761,,13.4526,4,46.1,2.0992,202,85.48,24.7,2.3,122.1
20.683333,-103.45,30400300,169.2216,0.1920138,17.57265,15.46603,0.6650555,0.8448676,3,43.6,3.4112,179,468.83,51.3,15.9,219.1
20.794622,-103.4937,30501401,1.752532,208.6133,41.86235,40.16649,103.0856,7.198301,2,131,4.8216,953,988.17,54.1,199.8,518.7
